cleaned_reviewText,sentiment
black friday discount price great got free shipping bundling items meet free shipping comes sandisk package nice know black market knockoff bought babies,positive
tons storage read write speed added bonus blows people away quick phone ready take next pic,positive
sandisk best ultra even better currently using dashcam installed vehicle shame smart phones seem going away external memory eventually start charging cloud storage,positive
works fine far easy quickly upload data microsd bought daughter uses samsung galaxy note tablet also purchased amazon update see issues,positive
nothing bad say little guys arrived expected fit devices work stated,positive
works perfectly take microsdhc galaxy player use adaptor plug imac problem,positive
works perfect archive issues looks feels pretty durable recommended high end video photography devices,positive
tried copy files astonishingly sure others getting low speed read think computer mine running core ssd ram probably nevertheless see durable microsd card,positive
bought awhile back must say worked fine exactly needed nice,positive
half year still believe manage fit small piece plastic,positive
writes according sandisk app test speed expected little,neutral
perfect fast microsdxc need surface tablet plug play operation issues,positive
gb card unredable tablet cant read camera cant read unable format dont havve words less,negative
bought card samsung galaxy unfortunately failed months contacted sandisk promptly sent another going strong months,neutral
say works like advertised flair design fantastic gopro get,positive
want tons storage phone device answer card also fast watch hd movie shoot one phone issues upgraded card newer faster one really tell difference faster cards worth upgrade price,positive
really much anyone say bad sd best around sc cards best get,positive
get worked memory cards usually try buy least class sure fine card one purchased defective replaced another brand wanting try twice,neutral
got card specifically use making recovery backups tried using cards neither recovery properly supports exfat file systems yes reformat really want optimal besides really want carry gb data backups around daily basis could carry music videos instead leave card safely tucked away desk use necessary works great,positive
use store music stuff cell phone problems bad included adapter great using computer,positive
fast memorycard type memory card purchase grown grown gb,positive
far experience sandisk memory products nothing excellent work products tried reliable two cards one used samsung galaxy sony camera,positive
fast card years still working,positive
reason love products increase memory microsd much cheaper class sandisks amazing bought several every single one lasted months issues year great would highly recommend product,positive
prosit copies large files card choke slammed hundred little files like pictures writes images quickness recording smooth lg optimus g waited get price ordering usual amazon prime fast gold sandisk microsd cards form factor faster anticipating,positive
see htc cyanogen android rom wanted maximum memory capacity various storage needs including shooting hq videos used patriot class performance expectations badboy right peroformed like champ smartphone alert works htc popped card laptop transfer data got less write speed specs card apps access faaast far pleased update use intensively well done sandisk,positive
one microsdhc disks hold players phone recorder camera etc,positive
super addition tablet gives space need music satisfied quality well price,positive
fine product using mine year never punked bought another one use spare delivered time reliable priced fairly,positive
samsung galaxy tab bought microsd card please keep mind know nothing computers able put device format tablet could read would never mount tried format computer still wouldnt work although would formatted remember using back amazon sent another one amazingly fast service called amazon knew issue tablet would accept card would think customer service dept would stay top posts found huge issue third card research whatever reason sd card work must formatted fat exfat rub windows allows formatting either exfat ntsf first thought adult swim reference sucks means ca use card ca format properly wait super easy fix idiot start finish took seconds reading instructions micro sd card works fine amazon excellent return policy super fast super easy super friendly live customer service know ca fault operator nice seemed genuinely concerned tried make right ok stalling address youtube video link website link website description used defaults worked perfect search youtube convert,positive
perfect complaints used video card almost hours video little piece ha remember vhs tape getting crazy,positive
never problem exactly made love sandisk product smooth operation high price worth like save waiting day,positive
people often ask pricing brands media know cite experiences cheap media cheap media prone failure worse complex format one sdxc format crammed ton memory modules little bujgger know say go experience go leader field pretty much sandisk top heap rest trail far far behind volume precision assembly techniques vote sandisk every time unless experience changed anomaly keep recommending sandisk rated write speed enough keep even fastest real camera phone camera wild certainly keeps samsung note rocket camera one shoots burst mode taking certain shots works camera perfect chances work setup great also buying sandisk memory module costs others max right say buy one winner davey,positive
familiar sandisk quality product obvious installed lumia works great,positive
bought garmin gps works well also adapter sdhc size memory card plug reader micro card reader,positive
bought two back gopro hero amazon gift work cameras thinking gopro new getting sderri returned worked products hard todetect items received beyondhave great got stuck bad recommends hx hc xc extreme micro cards,negative
great buy sandisk gb memory worked well samsung smartphone mainly use extra memory save photos music like adapter use frequently copies files desk top pc,positive
bought use video camera super fast holds ton data buy one,positive
great price great manufacture item met needs new phone ample storage using device,positive
memory card works advertised issues using gopro hero,positive
say card works honestly fan sandisk since ultra microsd died soon baby born lost several weeks photos quite fair send new one sent photo old one snapped half,positive
lot room phone overkill extra space wasted never use,positive
chip done well samsung galaxy note would highly recommend getting brand brands failed taking data,positive
microsd card works well mobile phone tablet pc delivered speedy way ever expected love would recommend friends,positive
use tablet say works tablet break remarks,positive
ordered two one one use galaxy phones never hada problem never worry space phone,positive
randomly died nowhere camera min card worked turned camera back min later card longer worked idea happened seems common problem cards,negative
bought note extra space also use one note problem recognized samsung would let install apps cards fault,positive
got galaxy note started receiving unexpectedly removed messages card dead longer working googled known issues contacting amazon replacement felt compelled share,negative
fast however im sure card case water proof normal card told water proof think card faster several others use though,positive
format card cost video format card use windows pc sure format using mac used pny sdhc card good sandisk cost less think better way go getting results long video time,neutral
first inserted card computer would recognize jiggle around card reader took long time computer finally recognize something tried read format card kept telling disc installed removable drive e wasted lot time trying find tried different sd adapter soon changed adapters card worked perfectly,neutral
memory card works great phone micro sdhc compatible devices sure look compatibility device sdhc compatible luckily everything compatible size excellent especially embedded devices use mine raspberry pi using adapter speedy,positive
wonderful product may hold whole library close enough works great galaxy note need reformat fat good go,positive
little memory card quite fast gives ton expansion storage galaxy file transfers phone internal storage usb connection pc card phone lot faster anticipated included adapter using microcard pc sim card slot work tried reading microcard using full size sim adapter three different pc luck think adapter junk,neutral
need format card using cell phone otherwise work samsung galaxy kept giving beef handy laptop sitting around port take card adapter one laptop lying around otherwise card works great holds quite bit space giving stars initial grief formatting iirc used tool called format laptop checked,positive
seen reviews micro sd media complains working certain number fails using sd cards dash cameras last months still working great,positive
used nokia pureview video photographypro cheap fastcons freeze time time disk error message comes would lose things either photographed filmed using nokia pureview order make microsd work restart phone every time error message comes updatei returned exchanged card new one free charge amazon willing pay shipping turns previous microsd ultra class sandisk defective card new card receive works well error message pops nokia pureview smartphone film take pictures without worry thanks amazon,positive
added card note massive storage capacity phone recognized card without issues solid since installation plugged computer blazing fast,positive
bought needed storage asus tablet largest capacity microsd card could find card came preformated exfat file system recognized asus tablet many android devices reason take star ca attain transfer speeds anywhere near sandisk claims averaged around fine utilizing media tablet made initial transfer files onto card slow process,positive
holds alot say memory card fast mean holds everything need android phone works well issues phone primarily resolved reset phone note phone old sony xperia ion issues overuse needed reset regardless memory card finished setting phone memory card factory specs devices worked like charm still would overrate though like reviews,neutral
pleased performance price point card complaints would recommend based price performance,positive
wife samsung galaxy skyrockets bought replace cheap cards originally used space wonderful whole phone seems faster cards installed happy purchase,positive
works great purchased two one new cell phone one new tablet,positive
little sandisk slow microsdhc cheaper brands bit slow card fills endemic sd cards bad cards,positive
bought one purpose plug asus tablet worked perfectly nice fast fast enough least full capacity recognized,positive
using card videos music already filled works great playing back media,positive
amazing storage speed could u want almsot cheaper buying full sized sd card z,positive
finally micro sd card use transfer pictures computer photo printer works flawlessly,positive
micro card also comes adaptor allow use sd card used increase memory cell phone worked perfectly,positive
fast data speeds large capacity worked right bat samsung siii love fact holds large music audio books library device,positive
purchase asus tablet read write times excellent problems far came case adapter good price,positive
card recognized expected able carry around music without carry ipod well came plastic case sd card adapter,positive
love product place review product handing handling sucked product great,positive
ordered replace aging class card used nook android kitkat card turned usable android tablet class card brutally slow tablet useful definitely worth upgrade,positive
great price great card genuine fast sandisk brand card worked flawlessly sony pictures transfer computer fast usb card reader,positive
plugged samsung note ii phone recognized without issues everything worked perfectly format mess anyway,positive
bought use tablet asus transformer backup data flashed custom rom works expected box formatting fiddling needed comes sd card adapter little plastic case adapter android recovery kernels used trouble detecting whatever default filesystem one thing would note older sd card reader computer may able read hc xc micro sd cards may want check read supports recommend anyone needs sd micro sd card purpose cheap tiny massive storage capacity size long device supports,positive
packaging opens easy micro sd card works flawlessly razor maxx hd asus transformer,positive
product works several months problems holding well thank much,positive
purchased two best yes faster sandisk cards works fine note ii,positive
man actually amazing card transferring apps external card ran memory bad boy move anything want load tons music still tons space highly recommended,positive
ca believe small memory cards getting fantastic little device fits adapter read mac,positive
using non stop months without failure problems fastest one able find tiny little microsd,positive
say sandisk class making sd usb micro sd cards long time,positive
works great trust sandisk quality would recommend sd card anyone looking large storage card videos,positive
works great samsung galaxy hold lot data files photos apps may never use full capacity reliable microsdxc class card,positive
say need new sd card dod hesitate buy one great deal works perfectly,positive
popped surface worked straight card big memory today standards morrow future wo bemuch space maximum space microsdhc card ai card bigger ai gbs microsdhc deal fast write,positive
fast reliable huge storage already mobile devices transfer speeds awesome problems date great buy,positive
used sandisk memory cards past never problem worthwhile buy brand name,positive
purchased wxpand memory asus hybrid windows came quickly easy open package hate plastic bublbe packaging arrived put micro sd slot tablet worked got sale great value,positive
sandisk ultrs gb microsdxc class memory card work good ativ smart samsung adapter,positive
need external storage new smart phones qny compatible device,positive
exactly says cheap,positive
chip fast really much say kind memory appealing aspect fact much faster access speed many sd cards,positive
using fiio current gb sd card full library bigger gb sandisk gb card price drop free shipping get accommodate music files worked advertised speed improved limited read speed player overall good product big memory space filled needs recommended buy discounted price card else get x gb card still cheaper gb sd card,positive
months ago placed galaxy phone instantly increased storage percent worked still works perfectly able move pics videos freeing internal storage apps recommended,positive
card works perfectly format pop galaxy use keep movies music cell phone,positive
wo unhappy sandisk card even back lifetime warranty purchased friend happy,positive
best microsd card sandisk brand trust sd microsd card years proven reliable least expensive memory card sollution also bought ca beat price quality,positive
purchased card motorola photon q lte well spect card nice fast installed problem looking higher end sd card phone applications gigs need ca go wrong highly recommended,positive
high quality high performance used expand memory droid inserted card good go great expanding smart phone storage digital cameras,positive
bought samsung tablet arrived busted tablet long gone got sandisk looking home another tablet,positive
good value product wanted gb put music phone easily transferred hard disk microsd via usb cable,positive
fast best one get use asusprime could see difference previous one,positive
used card upgrade memory kids tab moved kids thanks,positive
bargain memory music movies bought galaxy could happier much memory iphone would cost arm sd size attachment easily transfer files straight computer,positive
bought addition tablet samsung note edition great storing pictures good reasonable price,positive
microschc works expected issue whatsoever excellent way upgrade memory mobile recommended,positive
extensive review research wanted best available memory samsung tab many cards one loaded quickly appears ready add apps preserving meory storage price right delivered quickly even holiday loaded quickly samsung tab sandisk actually use chart show shopper card use device helpful,positive
transfer speed good picture quality good shipped well packed taped,positive
purchased galaxie phone fits works much else say ok price stopped working sudden phone started alerting sd chip mounting dismounting caused battery drain hours everything card lost attempted laptop card found issue found many blogs others experiencing attempt return amazon,negative
bought two one go galaxy tab another go galaxy note using problem either far,positive
died within months stopped able read write went destroy crumbled easily tiny pieces never,negative
purchased fellow employee product came quickly packaged original package employee using happy,positive
mobile devices tablets count state limit sd storage read sd cards fact larger would suggest anyone thinks need space beyond stated limits device quick search line particular make model cellphone tablet see size sd others successful using found fact use sd go search online hdd raw copy tool hdd guru allow make image old sd apply new sd even make backup one sd since sd drives different sizes image applied larger need use partition manager minitool partition wizard free home use resize partition larger drive allow take advantage whole drive space love upgrade added space ca go wrong price class sd size,positive
much say ordered motorola electrify smartphone works perfectly issues,positive
listening music stored thereon read books plays etc gutenberg project stored download podcasts itunes transfer tablet wonderful always expect great things sandisk would replace stopped working,positive
got along sanoxy micro usb otg usb adapter anker uspeed usb card reader works described extra space use transformer infinity tablet well total storage,positive
slower expected transfer rates used phones tablets expected higher transfer rates given data class,neutral
excellent price top rated microsdhc class card adapter included sandisk produces reliable memory cards never one malfunction,positive
great little card issues phone chewing spitting pretty frequently card seems solved issue,positive
good memory card use roku player would work equally well device required micro card,positive
adapter easily use camera tablet desktop smart es muy bueno,positive
first works mentioned problems satisfied,positive
bought usd fast reliable simply best option class micro sd buy using samsung galaxy seem issue phone particular reference makes microsd card lost data get nonfunctional ca repair gets totally useless tell card going fail late constantly phone shows notification indicating card ejected needs mounted happens strongly recommend backup data change microsd card phone use device gets corrupted,positive
got new microsoft surface pro case needed room comes adapter needed works great storage room,positive
plug phone shows sd card give option format plug laptop thing thought doa later realized format card flip menu works perfect going look ipod touch vs makes sense plus galaxy works fine media player,positive
constant use samsung ativ since january narry problem bought third one,positive
use store good great way store,positive
good price fast useful expand storage newly bought asus tablet build quality looks great conveniently came two adaptors fit computers copying files,positive
buyer beware card unreadable get go luck amazon helped many others know format threw window issues,negative
problem use samsung note little slow writing micro sd cards,positive
worked gopro say except wonder fit gigs small chip amazing,positive
got really good deal humongous capacity card black friday thanks amazon waiting price go galaxy fat unable get recognized phone exfat anyone problems galaxy lineup phones might want try fat formatting,positive
far issues working compatible phone quick shipping im satisfied purchase,positive
ordered card samsung note properly format phone easy transferred pictures music old card works like charm picked card max phone allows card good price got next day christmas rush even though used free days would buy another another device use would buy usual sandisk affordable works well,positive
sd card perfect phone right size especially right price looking amazon price card almost lower everyone else,positive
got amazon litening deal black friday best fastest card money buy came easy open packaging put galaxy good go highly recommend,positive
much else say sd card sd card performance met expectations good luck sandisk,positive
easy installation immediate functionality great way expand phone photo storage capacity pleased purchase,positive
ffast light weight great price nothing say memory carduse gopro hero black,positive
transfer speeds consistent advertising card works worked months great product need least know company go sandisk,positive
works great supposed would buy one wife gallaxy thanks,positive
far sandisk ultra working ran tests within phone began using speed well within read write far good guess,positive
good price time purchase used device working without problems ever since purchased months,positive
currently using product canon digital camera took pictures videos vacation escondido mexico room still left card also using micro sd card wish send picture right away easily snap card cell phone post pictures facebook email example,positive
class microsd card works advertised good recording hd video pretty decently priced per gig card beware adapter comes put card good luck getting back made mistake test memory laptop actually resort pliers pull probably great way keep chip shape note also said got two way doubt manufacturing memory throw away adapters seriously dangerous use intents purposes convert standard sd card reliablefastgood pricecon adapter trap,positive
bought gopro works totally fine upgrade firmware fast reliable card series sandisk,positive
wrote cards sandiskgood qualityworks well long timea must extra photos songs cellphone,positive
purchased tablet holds lot information problems,positive
got samsung galaxy could happier fast enough still video camera problems transferring files types pc tablets price great buy,positive
works great advertised problem formatting anything appears class advertised thanks bunch,positive
works fine video camera car saved bucks best buy always tries rip,positive
super fast access samsung galaxy note ii sandisk ultra micro hc blazing fast compared microsd cards bought including pny sony,positive
fastest microsd card tested unfortunately died four months use android phone first phone would randomly say card removed eventually neither phone reader could access test results older still functional class sandisk sequential read write read write read iops random write iops random read iops random write iops compared product class sandisk sequential read write read write read iops random write iops random read iops random write iops,negative
hello great card great price plenty speed worked year fact wish stopped working month looks like sandisk make sure cards stop working perfectly return window something end december return window expired days ago thing intermittently recognized unmounts time phone gets remounted usually even good price good price name brand card would lasted longer year instead sandisk going ahaha got good buy another expensive card nope buy cheaper alternative probably last longer still kingston going strong,negative
purchased sd card extra storage area galaxy note might already know galaxy note allow applications run external cards allows storing media documents etc external card also comes full size sd card conversion piece insert micro sd card full size sd card piece voila current pricing card highly recommended hope review proves,positive
really helpful needed backup photos plenty space left,positive
issues works great device think would require words type since required,positive
use hold files computer transfer files computers works good task quick would recommend plus price bad,positive
bought three cards one died one day galaxy month half use phone said card removed unexpectedly never functioned phone still recognized cards contacted sandisk shipped replacement cards served well two galaxy another galaxy note ii copying decently fast great music video storage phones problem playing video cards,positive
using point shoot camera never ever run space even shooting hours video,positive
really know think got thinking would solve memory problems case turns put certain things course none thingsthat eating memory go way swap internal memory external card easy root phone,neutral
recently got new chinese brand android phone inew quadcore camera ram internal storage microsd support also comes software support old samsung class tested works enough like give extra storage boost sandisk class hold music collection kbps graphic manga apps migrate core apps internal storage external storage photos taken phone uses microsd storage photos free space left downloading documents love little card fantastic great way add serious expandable storage onto smartphone supports format sandisk card using smartphone order set microsd use format mess debating class sandisk class samsung decided throw lot reviews sandisk average customer rating stars samsung stars people lol highly recommend others,positive
pretty cheap wish one sale one priced dollars ca argue nokia lumia lag love card purchased,positive
like works specified recognized correctly placed phone adapter may come handy future,positive
purchased sandisk ultra microsdhc extra storage room samsung galaxy note tablet considering gb went card version galaxy note phone never come close needing space granted store music phone take lot store many apps microsdhc card rather use phone internal cost savings going smaller card card worked flawlessly since installed tablet problems whatsoever plus sandisk big name storage brainer buy,positive
put important data use permanent storage archive important failed months use use much put digital pictures total carried wallet added pictures disk time november tonight insert laptop windows say recognize disk said must formatted tried macbook air got neither mac windows read formatted started copy pictures copy broke half way cancelled copy reinserted disk tried resume copy windows said volumn back told must run chkdsk ran chkdsk retried copy still guess disk problem bother recovering since going reliable expected disappointed thought sandisk good brand use sandisk cf card camera years worked fine fall back use hard disk backup ditigal find use microsd disk exchange large file friends put important data prepard fail time,negative
far good use mobil phone product run smoothly issue yet overall happy product,positive
worked like would expect micro sd card work noticeable issues come yet,positive
microsd card works flawlessly digital video recorder problems playback words needed official review,positive
really wanted gb card less half price well actually stock right good buy works well could find anyone would say sure looking buy compatible mac,positive
bought stretch capability lg gpad gpe working fine course total confidence sandisk storage items,positive
bought sandisk class use htc inspire months getting constant error saying sd card unmounted today dang fkang card wo even read card reader worth videos pictures memories never able get back upset,negative
used extending capabilities samsung galaxy note greatly expands use snap install get started,positive
great card fast reliable comes optional adapter sd slots class card transfers data really fast video must great gopros small cameras alike,positive
good amount space stuff want fits gopro say,positive
heard bad things micro sd card crapping weeks sk far good transfer speeds normal like space price steal would recommend,positive
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,negative
; ,negative
; Opinion Lexicon: Negative,negative
;,negative
; This file contains a list of NEGATIVE opinion words (or sentiment words).,negative
;,negative
; This file and the papers can all be downloaded from ,negative
;    http://www.cs.uic.edu/~liub/FBS/sentiment-analysis.html,negative
;,negative
"; If you use this list, please cite one of the following two papers:",negative
;,negative
";   Minqing Hu and Bing Liu. ""Mining and Summarizing Customer Reviews."" ",negative
;       Proceedings of the ACM SIGKDD International Conference on Knowledge ,negative
";       Discovery and Data Mining (KDD-2004), Aug 22-25, 2004, Seattle, ",negative
";       Washington, USA, ",negative
";   Bing Liu, Minqing Hu and Junsheng Cheng. ""Opinion Observer: Analyzing ",negative
";       and Comparing Opinions on the Web."" Proceedings of the 14th ",negative
";       International World Wide Web conference (WWW-2005), May 10-14, ",negative
";       2005, Chiba, Japan.",negative
;,negative
; Notes: ,negative
;    1. The appearance of an opinion word in a sentence does not necessarily  ,negative
;       mean that the sentence expresses a positive or negative opinion. ,negative
;       See the paper below:,negative
;,negative
";       Bing Liu. ""Sentiment Analysis and Subjectivity."" An chapter in ",negative
";          Handbook of Natural Language Processing, Second Edition, ",negative
";          (editors: N. Indurkhya and F. J. Damerau), 2010.",negative
;,negative
;    2. You will notice many misspelled words in the list. They are not ,negative
;       mistakes. They are included as these misspelled words appear ,negative
;       frequently in social media content. ,negative
;,negative
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,negative
,negative
2-faced,negative
2-faces,negative
abnormal,negative
abolish,negative
abominable,negative
abominably,negative
abominate,negative
abomination,negative
abort,negative
aborted,negative
aborts,negative
abrade,negative
abrasive,negative
abrupt,negative
abruptly,negative
abscond,negative
absence,negative
absent-minded,negative
absentee,negative
absurd,negative
absurdity,negative
absurdly,negative
absurdness,negative
abuse,negative
abused,negative
abuses,negative
abusive,negative
abysmal,negative
abysmally,negative
abyss,negative
accidental,negative
accost,negative
accursed,negative
accusation,negative
accusations,negative
accuse,negative
accuses,negative
accusing,negative
accusingly,negative
acerbate,negative
acerbic,negative
acerbically,negative
ache,negative
ached,negative
aches,negative
achey,negative
aching,negative
acrid,negative
acridly,negative
acridness,negative
acrimonious,negative
acrimoniously,negative
acrimony,negative
adamant,negative
adamantly,negative
addict,negative
addicted,negative
addicting,negative
addicts,negative
admonish,negative
admonisher,negative
admonishingly,negative
admonishment,negative
admonition,negative
adulterate,negative
adulterated,negative
adulteration,negative
adulterier,negative
adversarial,negative
adversary,negative
adverse,negative
adversity,negative
afflict,negative
affliction,negative
afflictive,negative
affront,negative
afraid,negative
aggravate,negative
aggravating,negative
aggravation,negative
aggression,negative
aggressive,negative
aggressiveness,negative
aggressor,negative
aggrieve,negative
aggrieved,negative
aggrivation,negative
aghast,negative
agonies,negative
agonize,negative
agonizing,negative
agonizingly,negative
agony,negative
aground,negative
ail,negative
ailing,negative
ailment,negative
aimless,negative
alarm,negative
alarmed,negative
alarming,negative
alarmingly,negative
alienate,negative
alienated,negative
alienation,negative
allegation,negative
allegations,negative
allege,negative
allergic,negative
allergies,negative
allergy,negative
aloof,negative
altercation,negative
ambiguity,negative
ambiguous,negative
ambivalence,negative
ambivalent,negative
ambush,negative
amiss,negative
amputate,negative
anarchism,negative
anarchist,negative
anarchistic,negative
anarchy,negative
anemic,negative
anger,negative
angrily,negative
angriness,negative
angry,negative
anguish,negative
animosity,negative
annihilate,negative
annihilation,negative
annoy,negative
annoyance,negative
annoyances,negative
annoyed,negative
annoying,negative
annoyingly,negative
annoys,negative
anomalous,negative
anomaly,negative
antagonism,negative
antagonist,negative
antagonistic,negative
antagonize,negative
anti-,negative
anti-american,negative
anti-israeli,negative
anti-occupation,negative
anti-proliferation,negative
anti-semites,negative
anti-social,negative
anti-us,negative
anti-white,negative
antipathy,negative
antiquated,negative
antithetical,negative
anxieties,negative
anxiety,negative
anxious,negative
anxiously,negative
anxiousness,negative
apathetic,negative
apathetically,negative
apathy,negative
apocalypse,negative
apocalyptic,negative
apologist,negative
apologists,negative
appal,negative
appall,negative
appalled,negative
appalling,negative
appallingly,negative
apprehension,negative
apprehensions,negative
apprehensive,negative
apprehensively,negative
arbitrary,negative
arcane,negative
archaic,negative
arduous,negative
arduously,negative
argumentative,negative
arrogance,negative
arrogant,negative
arrogantly,negative
ashamed,negative
asinine,negative
asininely,negative
asinininity,negative
askance,negative
asperse,negative
aspersion,negative
aspersions,negative
assail,negative
assassin,negative
assassinate,negative
assault,negative
assult,negative
astray,negative
asunder,negative
atrocious,negative
atrocities,negative
atrocity,negative
atrophy,negative
attack,negative
attacks,negative
audacious,negative
audaciously,negative
audaciousness,negative
audacity,negative
audiciously,negative
austere,negative
authoritarian,negative
autocrat,negative
autocratic,negative
avalanche,negative
avarice,negative
avaricious,negative
avariciously,negative
avenge,negative
averse,negative
aversion,negative
aweful,negative
awful,negative
awfully,negative
awfulness,negative
awkward,negative
awkwardness,negative
ax,negative
babble,negative
back-logged,negative
back-wood,negative
back-woods,negative
backache,negative
backaches,negative
backaching,negative
backbite,negative
backbiting,negative
backward,negative
backwardness,negative
backwood,negative
backwoods,negative
bad,negative
badly,negative
baffle,negative
baffled,negative
bafflement,negative
baffling,negative
bait,negative
balk,negative
banal,negative
banalize,negative
bane,negative
banish,negative
banishment,negative
bankrupt,negative
barbarian,negative
barbaric,negative
barbarically,negative
barbarity,negative
barbarous,negative
barbarously,negative
barren,negative
baseless,negative
bash,negative
bashed,negative
bashful,negative
bashing,negative
bastard,negative
bastards,negative
battered,negative
battering,negative
batty,negative
bearish,negative
beastly,negative
bedlam,negative
bedlamite,negative
befoul,negative
beg,negative
beggar,negative
beggarly,negative
begging,negative
beguile,negative
belabor,negative
belated,negative
beleaguer,negative
belie,negative
belittle,negative
belittled,negative
belittling,negative
bellicose,negative
belligerence,negative
belligerent,negative
belligerently,negative
bemoan,negative
bemoaning,negative
bemused,negative
bent,negative
berate,negative
bereave,negative
bereavement,negative
bereft,negative
berserk,negative
beseech,negative
beset,negative
besiege,negative
besmirch,negative
bestial,negative
betray,negative
betrayal,negative
betrayals,negative
betrayer,negative
betraying,negative
betrays,negative
bewail,negative
beware,negative
bewilder,negative
bewildered,negative
bewildering,negative
bewilderingly,negative
bewilderment,negative
bewitch,negative
bias,negative
biased,negative
biases,negative
bicker,negative
bickering,negative
bid-rigging,negative
bigotries,negative
bigotry,negative
bitch,negative
bitchy,negative
biting,negative
bitingly,negative
bitter,negative
bitterly,negative
bitterness,negative
bizarre,negative
blab,negative
blabber,negative
blackmail,negative
blah,negative
blame,negative
blameworthy,negative
bland,negative
blandish,negative
blaspheme,negative
blasphemous,negative
blasphemy,negative
blasted,negative
blatant,negative
blatantly,negative
blather,negative
bleak,negative
bleakly,negative
bleakness,negative
bleed,negative
bleeding,negative
bleeds,negative
blemish,negative
blind,negative
blinding,negative
blindingly,negative
blindside,negative
blister,negative
blistering,negative
bloated,negative
blockage,negative
blockhead,negative
bloodshed,negative
bloodthirsty,negative
bloody,negative
blotchy,negative
blow,negative
blunder,negative
blundering,negative
blunders,negative
blunt,negative
blur,negative
bluring,negative
blurred,negative
blurring,negative
blurry,negative
blurs,negative
blurt,negative
boastful,negative
boggle,negative
bogus,negative
boil,negative
boiling,negative
boisterous,negative
bomb,negative
bombard,negative
bombardment,negative
bombastic,negative
bondage,negative
bonkers,negative
bore,negative
bored,negative
boredom,negative
bores,negative
boring,negative
botch,negative
bother,negative
bothered,negative
bothering,negative
bothers,negative
bothersome,negative
bowdlerize,negative
boycott,negative
braggart,negative
bragger,negative
brainless,negative
brainwash,negative
brash,negative
brashly,negative
brashness,negative
brat,negative
bravado,negative
brazen,negative
brazenly,negative
brazenness,negative
breach,negative
break,negative
break-up,negative
break-ups,negative
breakdown,negative
breaking,negative
breaks,negative
breakup,negative
breakups,negative
bribery,negative
brimstone,negative
bristle,negative
brittle,negative
broke,negative
broken,negative
broken-hearted,negative
brood,negative
browbeat,negative
bruise,negative
bruised,negative
bruises,negative
bruising,negative
brusque,negative
brutal,negative
brutalising,negative
brutalities,negative
brutality,negative
brutalize,negative
brutalizing,negative
brutally,negative
brute,negative
brutish,negative
bs,negative
buckle,negative
bug,negative
bugging,negative
buggy,negative
bugs,negative
bulkier,negative
bulkiness,negative
bulky,negative
bulkyness,negative
bull****,negative
bull----,negative
bullies,negative
bullshit,negative
bullshyt,negative
bully,negative
bullying,negative
bullyingly,negative
bum,negative
bump,negative
bumped,negative
bumping,negative
bumpping,negative
bumps,negative
bumpy,negative
bungle,negative
bungler,negative
bungling,negative
bunk,negative
burden,negative
burdensome,negative
burdensomely,negative
burn,negative
burned,negative
burning,negative
burns,negative
bust,negative
busts,negative
busybody,negative
butcher,negative
butchery,negative
buzzing,negative
byzantine,negative
cackle,negative
calamities,negative
calamitous,negative
calamitously,negative
calamity,negative
callous,negative
calumniate,negative
calumniation,negative
calumnies,negative
calumnious,negative
calumniously,negative
calumny,negative
cancer,negative
cancerous,negative
cannibal,negative
cannibalize,negative
capitulate,negative
capricious,negative
capriciously,negative
capriciousness,negative
capsize,negative
careless,negative
carelessness,negative
caricature,negative
carnage,negative
carp,negative
cartoonish,negative
cash-strapped,negative
castigate,negative
castrated,negative
casualty,negative
cataclysm,negative
cataclysmal,negative
cataclysmic,negative
cataclysmically,negative
catastrophe,negative
catastrophes,negative
catastrophic,negative
catastrophically,negative
catastrophies,negative
caustic,negative
caustically,negative
cautionary,negative
cave,negative
censure,negative
chafe,negative
chaff,negative
chagrin,negative
challenging,negative
chaos,negative
chaotic,negative
chasten,negative
chastise,negative
chastisement,negative
chatter,negative
chatterbox,negative
cheap,negative
cheapen,negative
cheaply,negative
cheat,negative
cheated,negative
cheater,negative
cheating,negative
cheats,negative
checkered,negative
cheerless,negative
cheesy,negative
chide,negative
childish,negative
chill,negative
chilly,negative
chintzy,negative
choke,negative
choleric,negative
choppy,negative
chore,negative
chronic,negative
chunky,negative
clamor,negative
clamorous,negative
clash,negative
cliche,negative
cliched,negative
clique,negative
clog,negative
clogged,negative
clogs,negative
cloud,negative
clouding,negative
cloudy,negative
clueless,negative
clumsy,negative
clunky,negative
coarse,negative
cocky,negative
coerce,negative
coercion,negative
coercive,negative
cold,negative
coldly,negative
collapse,negative
collude,negative
collusion,negative
combative,negative
combust,negative
comical,negative
commiserate,negative
commonplace,negative
commotion,negative
commotions,negative
complacent,negative
complain,negative
complained,negative
complaining,negative
complains,negative
complaint,negative
complaints,negative
complex,negative
complicated,negative
complication,negative
complicit,negative
compulsion,negative
compulsive,negative
concede,negative
conceded,negative
conceit,negative
conceited,negative
concen,negative
concens,negative
concern,negative
concerned,negative
concerns,negative
concession,negative
concessions,negative
condemn,negative
condemnable,negative
condemnation,negative
condemned,negative
